book_id	isbn	title	author	publisher	total_pages	cover_url
b481	9788937464263	도둑 신부 1	마거릿 애트우드	민음사	548	https://image.aladin.co.kr/product/32701/67/cover500/8937464268_1.jpg
b482	9788937464270	도둑 신부 2	마거릿 애트우드	민음사	380	https://image.aladin.co.kr/product/32701/71/cover500/8937464276_1.jpg
b483	9788937464287	슈니츨러 작품선	아르투어 슈니츨러(Arthur Schnitzler)	민음사	300	https://image.aladin.co.kr/product/33416/99/cover500/8937464284_1.jpg
b484	9788937464294	세계의 끝과 하드보일드 원더랜드 1	무라카미 하루키	민음사	392	https://image.aladin.co.kr/product/32730/16/cover500/8937464292_1.jpg
b485	9788937464300	세계의 끝과 하드보일드 원더랜드 2	무라카미 하루키	민음사	348	https://image.aladin.co.kr/product/32730/19/cover500/8937464306_1.jpg
b486	9788937464317	멜랑콜리아 I-II	욘 포세	민음사	540	https://image.aladin.co.kr/product/32587/47/cover500/s382935659_1.jpg
b487	9788937464324	도적들	프리드리히 폰 실러	민음사	324	https://image.aladin.co.kr/product/33141/31/cover500/8937464322_1.jpg
b488	9788937464331	예브게니 오네긴·대위의 딸	알렉산드르 세르게비치 푸시킨	민음사	536	https://image.aladin.co.kr/product/32993/16/cover500/8937464330_1.jpg
b489	9788937464348	초대받은 여자 1	시몬 드 보부아르	민음사	420	https://image.aladin.co.kr/product/33439/9/cover500/8937464349_1.jpg
b490	9788937464355	초대받은 여자 2	시몬 드 보부아르	민음사	416	https://image.aladin.co.kr/product/33439/9/cover500/8937464357_2.jpg
b491	9788937464362	미들마치 1	조지 엘리엇	민음사	720	https://image.aladin.co.kr/product/33198/34/cover500/8937464365_1.jpg
b492	9788937464379	미들마치 2	조지 엘리엇	민음사	696	https://image.aladin.co.kr/product/33198/39/cover500/8937464373_1.jpg
b493	9788937464386	이반 일리치의 죽음	레프 니콜라예비치 톨스토이	민음사	144	https://image.aladin.co.kr/product/33025/31/cover500/8937464381_1.jpg
b494	9788937464393	캔터베리 이야기 1	제프리 초서	민음사	484	https://image.aladin.co.kr/product/33143/33/cover500/893746439x_1.jpg
b495	9788937464409	캔터베리 이야기 2	제프리 초서	민음사	440	https://image.aladin.co.kr/product/33143/49/cover500/8937464403_1.jpg
b496	9788937464416	아소무아르 1	에밀 졸라	민음사	380	https://image.aladin.co.kr/product/33928/23/cover500/8937464411_1.jpg
b497	9788937464423	아소무아르 2	에밀 졸라	민음사	376	https://image.aladin.co.kr/product/33928/27/cover500/893746442x_1.jpg
b498	9788937464430	가난한 사람들	표도르 도스토옙스키	민음사	252	https://image.aladin.co.kr/product/33974/24/cover500/8937464438_1.jpg
b499	9788937464447	마차오 사전 1	한사오궁	민음사	376	https://image.aladin.co.kr/product/34545/37/cover500/8937464446_1.jpg
b500	9788937464454	마차오 사전 2	한사오궁	민음사	368	https://image.aladin.co.kr/product/34545/56/cover500/8937464454_1.jpg
b501	9788937464461	집으로 날아가다	랠프 엘리슨	민음사	292	https://image.aladin.co.kr/product/35008/84/cover500/8937464462_1.jpg
b502	9788937464478	집으로부터 멀리	피터 케리	민음사	544	https://image.aladin.co.kr/product/34587/68/cover500/8937464470_1.jpg
b503	9788937464485	바스커빌가의 사냥개	아서 코난 도일	민음사	276	https://image.aladin.co.kr/product/35220/85/cover500/8937464489_1.jpg
b504	9788937460005	사냥꾼의 스케치	이반 세르게예비치 투르게네프	민음사	672	https://image.aladin.co.kr/product/29868/69/cover500/scm2068344669053.jpg
b505	9788937464508	필경사 바틀비‧선원 빌리 버드	허먼 멜빌	민음사	280	https://image.aladin.co.kr/product/34648/52/cover500/8937464500_1.jpg
b506	9788937464515	8월은 악마의 달	에드나 오브라이언	민음사	260	https://image.aladin.co.kr/product/34978/15/cover500/8937464519_1.jpg
b507	9788937464522	헌등사	다와다 요코	민음사	272	https://image.aladin.co.kr/product/35345/99/cover500/8937464527_1.jpg
b508	9788937464539	색, 계	장애령	민음사	304	https://image.aladin.co.kr/product/35452/31/cover500/8937464535_1.jpg
b509	9788937464546	겨울 여행	자우메 카브레	민음사	308	https://image.aladin.co.kr/product/35808/73/cover500/8937464543_1.jpg
b510	9788937464553	기억의 빛	마이클 온다치	민음사	344	https://image.aladin.co.kr/product/35643/22/cover500/8937464551_1.jpg
b511	9788937464560	표범	주세페 토마시 디 람페두사	민음사	376	https://image.aladin.co.kr/product/35225/2/cover500/893746456x_1.jpg
b512	9788937464577	크리스마스 캐럴	찰스 디킨스	민음사	332	https://image.aladin.co.kr/product/35359/59/cover500/8937464578_1.jpg
b513	9788937464584	버진 수어사이드	제프리 유제니디스Jeffrey Eugenides	민음사	344	https://image.aladin.co.kr/product/35708/3/cover500/8937464586_1.jpg
b514	9788937464591	미들섹스 1	제프리 유제니디스Jeffrey Eugenides	민음사	496	https://image.aladin.co.kr/product/35708/6/cover500/8937464594_1.jpg
b515	9788937464607	미들섹스 2	제프리 유제니디스Jeffrey Eugenides	민음사	492	https://image.aladin.co.kr/product/35708/14/cover500/8937464608_1.jpg
b516	9788937464614	사랑에 대하여	안톤 파블로비치 체호프	민음사	272	https://image.aladin.co.kr/product/35632/34/cover500/8937464616_1.jpg
b517	9788937464621	나?	페터 플람	민음사	208	https://image.aladin.co.kr/product/35894/23/cover500/8937464624_1.jpg
b518	9788937464638	지킬 박사와 하이드 씨의 기이한 사건	로버트 루이스 스티븐슨	민음사	148	https://image.aladin.co.kr/product/35935/85/cover500/8937464632_2.jpg
b519	9788937464645	박지원 소설선	박지원	민음사	264	https://image.aladin.co.kr/product/37553/87/cover500/8937464640_1.jpg
b520	9788937464652	안과 겉‧결혼‧여름	알베르 카뮈	민음사	304	https://image.aladin.co.kr/product/36167/86/cover500/8937464659_1.jpg
b521	9788937464669	소중한 저주	제럴드 머네인	민음사	424	https://image.aladin.co.kr/product/36263/38/cover500/8937464667_1.jpg
b522	9788937464676	향성	나탈리 사로트	민음사	92	https://image.aladin.co.kr/product/36157/40/cover500/8937464675_1.jpg
b523	9788937464683	퀴어	윌리엄 S. 버로스	민음사	196	https://image.aladin.co.kr/product/36466/40/cover500/8937464683_1.jpg
b524	9788937464690	악수도 없이 헤어졌다	피천득	민음사	304	https://image.aladin.co.kr/product/38195/3/cover500/8937464691_1.jpg
b525	9788937464713	쓰가루	다자이 오사무	민음사	232	https://image.aladin.co.kr/product/38138/2/cover500/8937464713_1.jpg
b526	9788937464720	사람은 무엇으로 사는가	레프 니콜라예비치 톨스토이	민음사	384	https://image.aladin.co.kr/product/37686/72/cover500/8937464721_1.jpg
b527	9788937464737	도련님	나쓰메 소세키	민음사	240	https://image.aladin.co.kr/product/37156/85/cover500/893746473x_1.jpg
b528	9788937464744	골짜기의 백합	오노레 드 발자크	민음사	488	https://image.aladin.co.kr/product/38811/55/cover500/8937464748_1.jpg
b529	9788937464768	레볼루셔너리 로드	리처드 예이츠	민음사	524	https://image.aladin.co.kr/product/38204/45/cover500/8937464764_1.jpg
b530	9788937464805	노스탈지아	미르체아 커르터레스쿠	민음사	604	https://image.aladin.co.kr/product/38894/96/cover500/8937464802_1.jpg
b531	9788937464812	명심보감	범립본	민음사	280	https://image.aladin.co.kr/product/38815/81/cover500/8937464810_1.jpg
b532	9788937464843	댈러웨이 부인	버지니아 울프	민음사	296	https://image.aladin.co.kr/product/38149/82/cover500/8937464845_1.jpg
b533	9788937464867	잃어버린 환상 1	오노레 드 발자크	민음사	240	https://image.aladin.co.kr/product/38894/62/cover500/8937464861_1.jpg
b534	9788937464874	잃어버린 환상 2	오노레 드 발자크	민음사	516	https://image.aladin.co.kr/product/38894/71/cover500/893746487x_1.jpg
b535	9788937464881	잃어버린 환상 3	오노레 드 발자크	민음사	356	https://image.aladin.co.kr/product/38894/83/cover500/8937464888_1.jpg
b536	9788937464898	사교계의 영광과 비참 1	오노레 드 발자크	민음사	552	https://image.aladin.co.kr/product/38894/73/cover500/8937464896_1.jpg
b537	9788937464904	사교계의 영광과 비참 2	오노레 드 발자크	민음사	580	https://image.aladin.co.kr/product/38894/80/cover500/893746490x_1.jpg
b538	9788937461668	삼국유사	일연	민음사	700	https://image.aladin.co.kr/product/29103/28/cover500/8937461668_2.jpg
b539	9788937463587	아무도 대령에게 편지하지 않다	가브리엘 가르시아 마르케스	민음사	156	https://image.aladin.co.kr/product/17381/89/cover500/893746358x_1.jpg
b540	9788937463617	닥터 지바고 1	보리스 파스테르나크	민음사	464	https://image.aladin.co.kr/product/17975/10/cover500/893746361x_1.jpg
b541	9788937463785	핏빛 자오선	코맥 매카시	민음사	484	https://image.aladin.co.kr/product/27589/56/cover500/8937463784_1.jpg
b542	9788937464706	버지니아 울프 단편선	버지니아 울프	민음사	268	https://image.aladin.co.kr/product/36973/66/cover500/8937464705_1.jpg
b543	9788937464775	처형인의 노래 1	노먼 메일러	민음사	836	https://image.aladin.co.kr/product/39100/60/cover500/8937464772_1.jpg
b544	9788937464782	처형인의 노래 2	노먼 메일러	민음사	928	https://image.aladin.co.kr/product/39100/66/cover500/8937464780_1.jpg
b545	9788937464799	금색야차	오자키 고요	민음사	608	https://image.aladin.co.kr/product/39252/57/cover500/8937464799_1.jpg
b546	9788937464829	드라큘라 1	브램 스토커	민음사	304	https://image.aladin.co.kr/product/39196/0/cover500/8937464829_1.jpg
b547	9788937464836	드라큘라 2	브램 스토커	민음사	428	https://image.aladin.co.kr/product/39196/4/cover500/8937464837_1.jpg
b548	9788937464959	야생 종려나무	윌리엄 포크너	민음사	436	https://image.aladin.co.kr/product/39170/8/cover500/8937464950_1.jpg
